City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Vostok,RU,46.4856,135.8833,64.38,99,100,3.11,overcast clouds
347,Lagoa,PT,39.05,-27.9833,73.56,83,15,18.16,light rain
348,Shubarshi,KZ,48.5872,57.1869,76.19,37,19,10.07,few clouds
349,Muskogee,US,35.5834,-95.3336,96.87,49,20,6.91,few clouds
350,Zonguldak,TR,41.25,31.8333,61.83,95,0,2.51,clear sky
351,Bouca,CF,6.5105,18.2733,67.33,98,100,3.29,overcast clouds
352,Bubaque,GW,11.2833,-15.8333,79.74,82,100,14.43,moderate rain
353,Timizart,DZ,36.8,4.2667,78.22,43,0,7.54,clear sky
354,La Ronge,CA,55.1001,-105.2842,80.85,34,40,10.36,scattered clouds
355,Westport,US,41.1415,-73.3579,92.12,63,0,14.97,clear sky
356,Kota Kinabalu,MY,5.9749,116.0724,73.38,94,20,5.99,few clouds
357,Tomelloso,ES,39.1522,-3.0243,81.52,24,14,9.42,few clouds
358,Yopal,CO,5.3378,-72.3959,82.17,73,80,1.66,broken clouds
359,Mulchen,CL,-37.7167,-72.2333,51.66,96,96,2.51,overcast clouds
360,Inverness,GB,57.4791,-4.224,62.51,80,75,10.36,broken clouds
361,Huaidian,CN,33.4333,115.0333,81.09,79,79,6.44,broken clouds
362,Lakes Entrance,AU,-37.8811,147.981,42.17,91,86,3.85,overcast clouds
363,Nadym,RU,65.5333,72.5167,69.84,63,73,12.59,broken clouds
364,Mahibadhoo,MV,3.7833,72.9667,81.34,77,100,14.56,overcast clouds
365,Imbituba,BR,-28.24,-48.6703,64.85,99,100,4.05,moderate rain
366,Preobrazheniye,RU,42.9019,133.9064,72.27,100,96,4.68,overcast clouds
367,Muisne,EC,0.6,-80.0333,75.87,81,83,9.17,broken clouds
368,Nogent-Le-Rotrou,FR,48.3333,1.0,64.65,42,7,9.89,clear sky
369,Zboriv,UA,49.6648,25.141,59.34,76,76,2.73,broken clouds
370,Hasaki,JP,35.7333,140.8333,79.2,91,10,11.72,clear sky
371,Dingle,PH,10.9995,122.6711,73.92,92,100,3.89,overcast clouds
372,Tomatlan,MX,19.9333,-105.25,89.19,57,71,8.7,broken clouds
373,Constantine,DZ,36.365,6.6147,78.21,41,0,2.3,clear sky
374,Kirove,UA,47.6531,35.6951,73.62,41,24,8.16,few clouds
375,Adalaj,IN,23.1667,72.5833,85.86,94,40,4.61,mist
376,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,84.61,67,93,0.78,overcast clouds
377,Lokosovo,RU,61.1333,74.8167,59.63,76,94,3.6,overcast clouds
378,Hofn,IS,64.2539,-15.2082,52.59,98,100,11.61,overcast clouds
379,Klamath Falls,US,42.2249,-121.7817,94.86,23,20,11.5,few clouds
380,Kankon,IN,15.0167,74.0167,76.8,88,100,17.36,moderate rain
381,Bontang,ID,0.1333,117.5,74.75,85,98,6.69,overcast clouds
382,Ishigaki,JP,24.3448,124.1572,84.33,84,75,5.75,broken clouds
383,Cockburn Town,TC,21.4612,-71.1419,82.08,84,77,21.03,broken clouds
384,Punta Alta,AR,-38.8759,-62.0736,47.12,71,79,9.82,broken clouds
385,Belmonte,BR,-15.8631,-38.8828,73.22,74,19,8.01,few clouds
386,Dublin,US,37.7021,-121.9358,86.63,51,0,17.27,clear sky
387,Nouadhibou,MR,20.931,-17.0347,75.18,88,62,10.36,broken clouds
388,Mont-De-Marsan,FR,44.0,-0.6667,73.22,46,0,5.75,clear sky
389,Afsin,TR,38.2477,36.914,72.72,43,11,4.65,few clouds
390,Atar,MR,20.5169,-13.0499,101.34,23,6,15.79,clear sky
391,Muzhi,RU,65.3667,64.6667,68.7,65,0,6.8,clear sky
392,Bonfim,BR,3.0833,-59.95,89.55,60,84,1.77,broken clouds
393,Beboto,TD,8.2668,16.939,68.74,97,100,3.0,overcast clouds
394,Yulara,AU,-25.2406,130.9889,46.26,47,0,9.93,clear sky
395,Rio Grande,BR,-32.035,-52.0986,57.31,80,100,15.84,overcast clouds
396,Hami,CN,42.8,93.45,84.04,24,39,11.59,scattered clouds
397,Katangli,RU,51.7102,143.2326,54.34,97,100,11.12,moderate rain
398,Iranshahr,IR,27.2025,60.6848,89.94,19,0,4.61,clear sky
399,Ilhabela,BR,-23.7781,-45.3581,69.76,88,100,2.66,overcast clouds
400,Prince Rupert,CA,54.3161,-130.3201,60.89,79,100,12.66,overcast clouds
401,Kushima,JP,31.4583,131.2333,78.46,89,39,4.12,scattered clouds
402,Babina,IN,25.25,78.4667,78.76,90,100,4.56,overcast clouds
403,Henties Bay,NA,-22.116,14.2845,55.9,86,34,7.67,scattered clouds
404,Oistins,BB,13.0667,-59.5333,84.29,74,75,5.75,broken clouds
405,Gizo,SB,-8.103,156.8419,81.63,75,67,3.96,broken clouds
406,Lahan,NP,26.7296,86.4951,82.92,76,2,4.03,clear sky
407,Rogers,US,36.3668,-95.5836,97.72,52,96,3.0,overcast clouds
408,Basco,PH,20.4487,121.9702,84.94,74,100,17.0,overcast clouds
409,Flinders,AU,-34.5833,150.8552,49.37,79,26,11.39,scattered clouds
410,Saint-Pierre,RE,-21.3393,55.4781,67.68,73,20,6.91,few clouds
411,Balabac,PH,7.9868,117.0645,80.83,80,97,10.09,moderate rain
412,Vanavara,RU,60.34,102.2797,49.95,93,99,2.8,overcast clouds
413,Narrabri,AU,-30.3167,149.7833,42.21,90,0,5.3,clear sky
414,Otavi,NA,-19.65,17.3333,66.43,24,21,0.36,few clouds
415,Chapais,CA,49.7834,-74.8492,62.38,38,100,8.1,overcast clouds
416,Venice,US,27.0998,-82.4543,87.78,79,75,26.46,thunderstorm
417,Yeppoon,AU,-23.1333,150.7333,49.78,57,0,5.95,clear sky
418,Namikupa,TZ,-10.8333,39.6,61.9,96,0,0.56,clear sky
419,Severo-Kurilsk,RU,50.6789,156.125,56.7,91,21,7.29,few clouds
420,Scottsbluff,US,41.8666,-103.6672,88.03,36,0,9.22,clear sky
421,Melfi,IT,40.9965,15.6514,70.93,67,0,5.01,clear sky
422,Imphal,IN,24.8167,93.95,69.76,98,30,2.57,scattered clouds
423,Razole,IN,16.4833,81.8333,76.41,95,100,10.94,overcast clouds
424,Novaya Bryan,RU,51.7159,108.2691,45.21,88,0,4.05,clear sky
425,Rock Sound,BS,24.9,-76.2,83.1,72,100,15.05,overcast clouds
426,Mnogovershinnyy,RU,53.9353,139.9242,57.63,99,100,3.15,overcast clouds
427,Jacareacanga,BR,-6.2222,-57.7528,84.04,61,75,1.23,broken clouds
428,Sisimiut,GL,66.9395,-53.6735,40.57,96,100,6.67,overcast clouds
429,Awjilah,LY,29.1081,21.2869,81.97,50,0,14.58,clear sky
430,Kaitangata,NZ,-46.2817,169.8464,38.57,66,94,10.51,overcast clouds
431,Wangqing,CN,43.3218,129.7634,69.1,99,83,1.59,broken clouds
432,Marsh Harbour,BS,26.5412,-77.0636,83.79,70,100,12.97,overcast clouds
433,San Martin,AR,-33.081,-68.4681,46.94,84,100,17.85,overcast clouds
434,Koppang,NO,61.5706,11.0555,53.71,72,100,3.49,overcast clouds
435,Richards Bay,ZA,-28.783,32.0377,67.19,94,78,6.33,broken clouds
436,Kiunga,PG,-6.1219,141.2906,71.65,100,74,2.77,very heavy rain
437,Moba,CN,33.2288,105.0179,67.12,98,100,3.83,overcast clouds
438,Araouane,ML,18.9048,-3.5265,102.99,15,9,5.7,clear sky
439,Dong Hoi,VN,17.4833,106.6,79.09,83,100,5.53,overcast clouds
440,Pangnirtung,CA,66.1451,-65.7125,44.92,85,100,2.42,overcast clouds
441,Vicente Guerrero,MX,19.1194,-98.1708,74.59,50,98,7.92,overcast clouds
442,Stornoway,GB,58.2093,-6.3865,57.92,89,100,10.36,overcast clouds
443,Dukat,RU,62.55,155.55,64.0,64,88,3.85,overcast clouds
444,Seydi,TM,39.4816,62.9137,81.25,26,0,10.18,clear sky
445,Vilhena,BR,-12.7406,-60.1458,84.42,58,40,4.61,scattered clouds
446,Linxia,CN,35.6003,103.2064,68.0,72,43,1.68,scattered clouds
447,Nara,JP,34.6851,135.8049,81.72,72,86,2.57,overcast clouds
448,Margate,GB,51.3813,1.3862,62.91,72,4,1.99,clear sky
449,Ayni,TJ,39.3941,68.5377,69.17,46,2,3.89,clear sky
450,Agapovka,RU,53.2973,59.1348,63.61,74,69,4.63,broken clouds
451,Mahebourg,MU,-20.4081,57.7,67.24,94,75,5.75,broken clouds
452,Beloha,MG,-25.1667,45.05,61.16,91,0,6.44,clear sky
453,Prado,BR,-17.3411,-39.2208,74.34,77,2,11.74,clear sky
454,Ischia,IT,40.7342,13.9471,82.81,86,55,10.02,broken clouds
455,La Rochelle,FR,46.1667,-1.15,73.47,28,0,9.22,clear sky
456,Marawi,PH,7.9986,124.2928,67.37,95,90,0.98,overcast clouds
457,Sobolevo,RU,54.4299,31.8996,53.24,95,4,6.46,clear sky
458,Paracuru,BR,-3.41,-39.0306,80.11,78,6,14.85,clear sky
459,Aktau,KZ,43.65,51.2,79.38,29,100,14.61,overcast clouds
460,Alihe,CN,50.5667,123.7167,52.7,72,10,5.48,clear sky
461,Neftegorsk,RU,52.802,51.166,69.13,53,98,4.94,overcast clouds
462,Yamada,JP,39.4667,141.95,75.0,89,100,5.84,overcast clouds
463,Ulagan,RU,50.6321,87.9563,53.49,94,100,1.97,overcast clouds
464,Dudinka,RU,69.4058,86.1778,54.63,97,100,8.7,overcast clouds
465,Bilma,NE,18.6853,12.9164,94.64,30,31,10.69,scattered clouds
466,Fayaoue,NC,-20.65,166.5333,76.86,76,1,3.44,clear sky
467,Abancay,PE,-13.6339,-72.8814,67.46,52,82,6.31,broken clouds
468,Peniche,PT,39.3558,-9.3811,68.29,92,0,5.03,clear sky
469,Winnipeg,CA,49.8844,-97.147,69.03,52,75,3.44,broken clouds
470,Zhigansk,RU,66.7697,123.3711,49.62,93,93,16.96,overcast clouds
471,Hobyo,SO,5.3505,48.5268,75.33,83,1,27.45,clear sky
472,Padang,ID,-0.9492,100.3543,76.69,86,90,3.31,overcast clouds
473,Wegorzewo,PL,54.2157,21.7372,53.24,88,87,3.0,overcast clouds
474,Dmitriyevka,RU,54.75,55.3333,62.15,72,67,3.09,broken clouds
475,Rangapara,IN,26.8167,92.65,80.92,85,27,1.68,moderate rain
476,Bartica,GY,6.4,-58.6167,86.32,78,100,5.14,overcast clouds
477,Yining,CN,29.0361,114.5636,78.22,81,87,2.39,overcast clouds
478,Lata,PT,40.1629,-8.3327,61.52,88,0,2.13,clear sky
479,Vestmanna,FO,62.1564,-7.1664,52.72,100,100,12.66,fog
480,Masunga,BW,-20.6246,27.4488,61.63,22,0,7.25,clear sky
481,Tera,NE,14.0078,0.7531,92.98,44,68,16.08,broken clouds
482,Baie-Comeau,CA,49.2168,-68.1489,65.88,68,75,4.61,broken clouds
483,Saint Anthony,US,45.0205,-93.218,75.94,72,100,8.05,overcast clouds
484,Blairmore,CA,49.6,-114.4353,80.47,31,0,11.68,clear sky
485,Suclayin,PH,15.7568,121.5503,76.19,95,100,2.17,light rain
486,Maryville,US,35.7565,-83.9705,91.99,65,40,5.75,scattered clouds
487,Katsuura,JP,35.1333,140.3,80.58,88,5,12.88,clear sky
488,Ahipara,NZ,-35.1667,173.1667,56.17,89,15,5.35,few clouds
489,Tchibanga,GA,-2.85,11.0333,66.58,81,6,5.23,clear sky
490,Itoman,JP,26.1247,127.6694,82.42,80,40,4.61,scattered clouds
491,Bastia,FR,42.6667,9.3333,81.3,74,2,8.01,clear sky
492,Manaure,CO,11.7751,-72.4445,89.47,54,66,18.19,broken clouds
493,Chillan,CL,-36.6066,-72.1034,50.32,93,75,4.61,mist
494,Camacha,PT,33.0833,-16.3333,67.42,78,40,11.5,scattered clouds
495,Itapetininga,BR,-23.5917,-48.0531,64.47,77,100,2.93,light rain
496,Inhambane,MZ,-23.865,35.3833,69.6,82,38,10.76,scattered clouds
497,Alekseyevsk,RU,57.8406,108.3492,51.15,98,100,4.09,overcast clouds
498,Dayong,CN,25.0209,118.2898,75.34,92,4,2.01,clear sky
499,Mecca,SA,21.4267,39.8261,91.33,46,100,2.55,light rain
500,Montgomery,US,39.1501,-77.1997,92.8,63,75,8.05,broken clouds
501,Semnan,IR,35.5729,53.3971,85.87,27,2,3.11,clear sky
502,Bilibino,RU,68.0546,166.4372,40.42,60,9,2.64,clear sky
503,Broome,US,42.2506,-75.833,88.9,60,75,9.22,broken clouds
504,Iracoubo,GF,5.4802,-53.2011,80.26,78,98,11.3,overcast clouds
505,Pochutla,MX,15.7432,-96.4661,86.83,59,100,6.64,overcast clouds
506,Pudozh,RU,61.8099,36.5345,53.91,84,40,4.81,scattered clouds
507,Mayo,US,38.8876,-76.5119,92.95,73,0,17.27,clear sky
508,Nemuro,JP,43.3236,145.575,65.3,98,100,14.7,overcast clouds
509,Atambua,ID,-9.1061,124.8925,69.17,86,15,3.83,few clouds
510,Lazaro Cardenas,MX,17.9583,-102.2,85.98,63,95,10.0,overcast clouds
511,Shakiso,ET,5.75,38.9167,62.65,68,100,2.57,overcast clouds
512,Troitsko-Pechorsk,RU,62.7084,56.1964,66.47,67,22,5.1,few clouds
513,Omsukchan,RU,62.5333,155.8,65.17,65,86,3.8,overcast clouds
514,Ixtapa,MX,20.7,-105.2,87.22,66,100,6.91,overcast clouds
515,Altoona,US,40.5187,-78.3947,88.05,73,100,8.9,overcast clouds
516,Tefe,BR,-3.3542,-64.7114,87.91,74,20,3.44,few clouds
517,Aksarka,RU,66.5606,67.7975,69.87,64,38,7.65,scattered clouds
518,Dinhata,IN,26.1333,89.4667,84.02,78,57,2.15,light rain
519,Letlhakane,BW,-21.4167,25.5833,66.45,33,12,2.37,few clouds
520,Mount Gambier,AU,-37.8333,140.7667,39.2,91,10,4.47,clear sky
521,Tangzhai,CN,34.4328,116.5911,81.41,76,97,7.2,overcast clouds
522,Ratnagiri,IN,16.9833,73.3,78.24,90,100,13.73,light rain
523,Kharagauli,GE,42.0214,43.1977,69.78,94,97,1.03,overcast clouds
524,Phuket,TH,8.0,98.25,87.13,100,20,0.0,light rain
525,Chicama,PE,-7.8447,-79.1469,61.34,64,43,9.66,scattered clouds
526,Manbij,SY,36.5281,37.9549,74.73,66,0,19.26,clear sky
527,Dongsheng,CN,39.8161,109.9776,71.1,53,77,17.18,broken clouds
528,Sao Felix Do Xingu,BR,-6.6447,-51.995,88.81,39,82,1.7,broken clouds
529,Hays,US,30.0502,-98.0336,101.16,38,28,3.0,scattered clouds
530,Vygonichi,RU,53.0985,34.0673,64.51,100,100,4.47,light intensity drizzle
531,Nome,US,64.5011,-165.4064,48.27,87,100,11.5,overcast clouds
532,Santa Cruz,BO,-17.8,-63.1667,69.85,94,100,10.36,overcast clouds
533,Evensk,RU,61.95,159.2333,55.83,83,100,1.7,overcast clouds
534,Sambava,MG,-14.2667,50.1667,66.07,90,14,9.6,few clouds
535,Kekri,IN,25.9667,75.15,82.15,77,100,5.68,overcast clouds
536,Mosetse,BW,-20.75,26.65,66.78,26,0,4.81,clear sky
537,Shumikha,RU,55.2261,63.2961,63.28,83,100,5.32,overcast clouds
538,Doha,QA,25.2867,51.5333,94.89,65,0,5.75,clear sky
539,Buala,SB,-8.145,159.5921,81.01,76,97,1.74,light rain
540,Sidi Ali,DZ,36.0998,0.4206,76.28,70,0,3.13,clear sky
541,Zhoucheng,CN,35.9122,116.3117,79.81,89,93,5.03,overcast clouds
542,Gigmoto,PH,13.7796,124.39,77.74,87,100,6.91,overcast clouds
543,Monrovia,LR,6.3005,-10.7969,76.06,76,91,11.81,overcast clouds
544,Reconquista,AR,-29.15,-59.65,60.69,68,0,9.75,clear sky
545,Svetlaya,RU,46.5389,138.3297,67.14,100,100,9.51,light rain
546,Agirish,RU,61.9247,63.0231,66.36,66,23,4.61,few clouds
547,Biak,ID,-0.9131,122.8766,74.7,85,100,4.68,overcast clouds
548,Boende,CD,-0.2167,20.8667,76.71,71,55,1.34,broken clouds
549,Karonga,MW,-9.9333,33.9333,67.5,65,1,4.09,clear sky
550,Ciudad Valles,MX,21.9833,-99.0167,97.27,33,3,12.68,clear sky
551,Upata,VE,8.0086,-62.3989,79.2,87,86,3.67,overcast clouds
552,Nalut,LY,30.3333,10.85,88.02,24,21,17.2,few clouds
553,Elizabeth City,US,36.2946,-76.2511,91.06,61,40,11.5,scattered clouds
554,Cruz Grande,MX,16.7333,-99.1333,87.51,65,68,9.15,broken clouds
555,Kalmunai,LK,7.4167,81.8167,79.41,69,92,3.6,overcast clouds
556,Nishihara,JP,26.1842,127.7558,81.68,81,20,4.61,few clouds
557,Qianan,CN,44.9932,124.0581,58.66,67,14,7.78,few clouds
558,Nikel,RU,69.4128,30.222,48.38,86,99,15.57,overcast clouds
559,Lima,PE,-12.0432,-77.0282,59.25,77,100,6.91,overcast clouds
560,Ierapetra,GR,35.01,25.7353,80.15,60,0,13.0,clear sky
561,Barcelona,ES,41.3888,2.159,82.85,62,0,10.36,clear sky
562,Qui Nhon,VN,13.7667,109.2333,77.31,87,100,9.4,overcast clouds
563,Sanandaj,IR,35.3144,46.9923,75.22,31,0,0.0,clear sky
564,Myitkyina,MM,25.3833,97.4,75.79,99,99,0.51,overcast clouds
565,Puksoozero,RU,62.5903,40.6066,52.25,81,100,4.43,overcast clouds
566,Tancanhuitz,MX,21.6,-98.9667,94.46,36,14,9.6,few clouds
567,Divnogorsk,RU,55.9594,92.3619,46.89,77,26,1.48,scattered clouds
568,Gat,IL,31.61,34.7642,79.81,64,0,3.11,clear sky
569,Kloulklubed,PW,7.0419,134.2556,81.64,78,100,12.24,overcast clouds
570,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.07,48,0,9.6,clear sky
571,Linfen,CN,36.0889,111.5189,85.14,69,100,8.34,overcast clouds
572,Lakheri,IN,25.6667,76.1667,81.61,81,100,3.58,overcast clouds
573,Verkhnetulomskiy,RU,68.6073,31.7962,46.53,94,100,6.8,overcast clouds
574,Rio Cuarto,AR,-33.1307,-64.3499,53.67,58,75,10.36,moderate rain
575,San Pedro,PH,14.35,121.0167,76.23,94,100,1.14,moderate rain
576,Kattivakkam,IN,13.2167,80.3167,85.06,76,100,17.9,light rain
577,Tezpur,IN,26.6333,92.8,81.54,88,52,0.47,light rain
578,Humaita,BR,-7.5061,-63.0208,89.8,45,98,5.75,overcast clouds
579,Marigot,MF,18.0667,-63.0833,83.98,74,75,13.8,broken clouds
580,Pastavy,BY,55.1168,26.8326,53.89,83,12,4.45,few clouds
581,Puerto Suarez,BO,-18.95,-57.8,75.76,88,75,1.14,broken clouds
582,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,100,100,0.0,overcast clouds
583,Claveria,PH,18.6074,121.0832,78.26,87,99,5.26,light rain
584,Robertsport,LR,6.7533,-11.3686,77.32,75,97,12.86,overcast clouds
585,Lichinga,MZ,-13.3128,35.2406,59.09,63,0,3.44,clear sky
586,Rawson,AR,-43.3002,-65.1023,42.87,71,100,10.63,overcast clouds
587,Ereymentau,KZ,51.6199,73.1033,59.9,86,86,4.45,overcast clouds
588,Acqui Terme,IT,44.6751,8.4675,72.5,86,99,3.0,overcast clouds
589,Kawalu,ID,-7.3817,108.2082,69.3,93,90,0.34,overcast clouds
590,Hella,NO,67.2,14.4333,51.06,90,75,11.5,broken clouds
591,Egersund,NO,58.4513,5.9997,56.08,91,92,7.05,overcast clouds
592,Veraval,IN,20.9,70.3667,81.18,89,100,13.42,overcast clouds
593,Pozo Colorado,PY,-23.4923,-58.7972,60.89,95,100,4.52,overcast clouds
594,Santiago,CL,-33.4569,-70.6483,54.84,60,75,6.91,broken clouds
595,Pulandian,CN,39.3953,121.9669,76.6,95,100,5.3,overcast clouds
596,Nhulunbuy,AU,-12.2333,136.7667,75.81,78,25,9.22,scattered clouds
597,Paamiut,GL,61.994,-49.6678,43.18,88,4,18.99,clear sky
598,Nushki,PK,29.5542,66.0215,89.8,16,18,2.53,few clouds
599,Marsaxlokk,MT,35.8419,14.5431,83.08,83,0,3.44,clear sky
600,South Yuba City,US,39.1166,-121.6391,100.06,29,0,5.75,clear sky
601,Presidente Medici,BR,-11.1753,-61.9014,95.7,29,93,7.27,overcast clouds
602,Ambulu,ID,-8.345,113.6058,73.53,92,58,2.8,broken clouds
603,Monterey,US,36.2505,-121.2516,91.18,23,0,12.97,clear sky
604,Eureka,US,40.8021,-124.1637,75.67,81,90,4.0,overcast clouds
605,Mountain Home,US,43.133,-115.6912,89.08,12,20,3.44,few clouds
606,Escalerillas,MX,22.1333,-101.0667,75.07,29,75,10.36,broken clouds
607,Minab,IR,27.1467,57.0801,91.62,63,0,4.85,clear sky
608,Norrtalje,SE,59.758,18.705,64.83,74,90,5.06,overcast clouds
609,Coquimbo,CL,-29.9533,-71.3436,60.53,63,0,11.5,clear sky
610,Teya,RU,60.3778,92.6267,52.09,93,22,1.19,few clouds
611,Redcliffe,AU,-27.2307,153.0973,50.9,76,0,6.91,clear sky
612,Valdivia,CL,-39.8142,-73.2459,44.69,99,100,2.66,overcast clouds
613,Manono,CD,-7.3,27.4167,75.43,29,0,4.92,clear sky
614,Tiarei,PF,-17.5333,-149.3333,80.62,73,77,25.1,broken clouds
615,Malanje,AO,-9.5402,16.341,70.59,22,0,2.37,clear sky
616,Azuaga,ES,38.2667,-5.6833,78.96,40,0,7.11,clear sky
617,Whitehorse,CA,60.7161,-135.0538,53.02,83,75,2.3,broken clouds
618,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,57.47,86,100,12.53,overcast clouds
619,Puerto Padre,CU,21.195,-76.6028,87.37,60,52,15.9,broken clouds
620,Pangody,RU,65.85,74.4859,68.43,70,98,10.09,overcast clouds
621,Xining,CN,36.6167,101.7667,63.99,79,26,2.77,scattered clouds
622,Moose Factory,CA,51.2585,-80.6094,66.2,52,0,10.36,clear sky
623,Ascoli Piceno,IT,42.8548,13.5749,75.02,76,100,5.82,overcast clouds
624,La Palma,US,33.8464,-118.0467,107.49,42,40,12.66,scattered clouds
625,Andreyevo,RU,55.9465,41.1505,63.0,94,50,5.91,scattered clouds
626,Washougal,US,45.5826,-122.3534,100.72,27,0,12.66,clear sky
627,Price,US,39.5994,-110.8107,90.66,17,100,3.04,overcast clouds
628,Hervey Bay,AU,-25.2986,152.8535,55.13,61,0,12.73,clear sky
629,Tezu,IN,27.9167,96.1667,78.15,89,50,4.09,scattered clouds
630,Naze,JP,28.3667,129.4833,76.12,79,2,2.33,clear sky
631,Singaparna,ID,-7.3515,108.111,67.95,93,84,0.43,broken clouds
632,Vila Do Maio,CV,15.1333,-23.2167,81.39,81,100,2.01,overcast clouds
633,Broken Hill,AU,-31.95,141.4333,44.94,75,6,7.7,clear sky
634,Chegdomyn,RU,51.1167,133.0167,61.05,99,100,2.93,overcast clouds
635,Seoul,KR,37.5683,126.9778,81.97,89,100,10.36,moderate rain
636,Phalombe,MW,-15.8064,35.6507,59.74,67,0,2.71,clear sky
637,Yerbogachen,RU,61.2767,108.0108,46.99,98,100,5.06,overcast clouds
638,Barletta,IT,41.3118,16.2908,82.67,58,0,5.32,clear sky
639,Sakakah,SA,29.9697,40.2064,99.97,21,67,5.48,broken clouds
640,Ambilobe,MG,-13.2,49.05,63.34,83,33,3.76,scattered clouds
641,Pangoa,PE,-12.1167,-73.0,80.78,61,73,2.42,broken clouds
642,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.02,72,47,9.46,scattered clouds
643,Amahai,ID,-3.3333,128.9167,75.69,89,94,3.02,overcast clouds
644,Sinnamary,GF,5.3833,-52.95,79.97,78,99,10.6,overcast clouds
645,Kontagora,NG,10.3999,5.4695,74.16,89,100,4.65,overcast clouds
646,Lithakia,GR,37.7167,20.8333,74.57,76,23,8.08,few clouds
647,Zapadnaya Dvina,RU,56.259,32.0745,52.83,87,2,3.24,clear sky
648,Khomutovo,RU,52.4658,104.4025,41.61,87,0,2.55,clear sky
649,Agadez,NE,19.75,10.25,97.27,14,100,2.62,overcast clouds
650,Goderich,CA,43.7501,-81.7165,86.92,69,100,13.8,overcast clouds
651,Itarema,BR,-2.9248,-39.9167,78.53,80,55,18.45,broken clouds
652,Port Macquarie,AU,-31.4333,152.9167,53.02,77,29,14.25,scattered clouds
653,Turbat,PK,26.0023,63.044,85.42,67,92,2.84,overcast clouds
654,Tongliao,CN,43.6125,122.2653,61.18,62,3,7.9,clear sky
655,Jasper,US,37.2001,-94.3502,96.46,47,40,16.11,scattered clouds
656,Tessalit,ML,20.1986,1.0114,98.85,13,83,3.22,broken clouds
657,Maldonado,UY,-34.6667,-54.9167,49.39,84,57,7.27,broken clouds
658,West Wendover,US,40.7391,-114.0733,79.81,50,0,6.91,clear sky
659,Sohag,EG,26.557,31.6948,89.28,24,3,7.9,clear sky
660,Semme,FR,46.1963,1.5007,72.01,34,4,5.55,clear sky
661,Khoy,IR,38.5504,44.9535,72.73,54,0,5.97,clear sky
662,Meulaboh,ID,4.1363,96.1285,75.87,88,84,4.09,broken clouds
663,Ayan,RU,56.45,138.1667,54.12,95,100,19.3,light rain
664,Misratah,LY,32.3754,15.0925,82.87,67,0,8.63,clear sky
665,Moroni,KM,-11.7022,43.2551,73.58,76,5,6.4,clear sky
666,Mackay,AU,-21.15,149.2,57.69,68,3,11.74,clear sky
667,High Rock,BS,26.6208,-78.2833,87.82,68,100,13.56,light rain
668,San Jeronimo,PE,-11.9472,-75.2829,61.45,46,67,5.14,broken clouds
669,Porto Nacional,BR,-10.7081,-48.4172,89.6,26,94,3.65,overcast clouds
670,Sabzevar,IR,36.2126,57.6819,81.68,26,0,20.71,clear sky
671,Xuddur,SO,4.1213,43.8894,69.8,62,22,22.21,few clouds
672,El Sauzal,MX,31.9,-116.6833,74.41,82,84,7.34,broken clouds
673,Aswan,EG,24.0934,32.907,95.18,20,2,15.95,clear sky
674,Inta,RU,66.0317,60.1659,66.97,63,1,11.23,clear sky
675,Roquetas De Mar,ES,36.7642,-2.6148,82.62,71,0,4.23,clear sky
676,Sterling,US,39.0062,-77.4286,93.34,63,75,11.99,broken clouds
677,Krivosheino,RU,57.3431,83.9261,55.96,95,100,4.16,overcast clouds
678,Chaplynka,UA,46.3651,33.5403,75.87,38,2,7.87,clear sky
679,Zyryanovsk,KZ,49.7386,84.2719,56.61,56,13,2.04,few clouds
